founder_id,founder_name,startup_id,startup_name,city
F0001,Hed Kovetz,S0010,Silverfort,Tel Aviv
F0002,Yaron Kessner,S0010,Silverfort,Tel Aviv
F0003,Yariv Bash,S0011,Flytrex Aviation Ltd.,Tel Aviv
F0004,Dan Lahav,S0015,Irregular (formerly Pattern Labs),Tel Aviv
F0005,Eli David,S0015,Irregular (formerly Pattern Labs),Tel Aviv
F0006,Alon Kollmann,S0030,Clover Security,Tel Aviv
F0007,Or Chen,S0030,Clover Security,Tel Aviv
F0008,Shahar Papini,S0052,Attestable,Tel Aviv
F0009,Yogev Bar,S0052,Attestable,Tel Aviv
F0010,Chief Scientific Officer Yuval Naveh,S0069,OneStep.co,Tel Aviv
F0011,Jihan Wu,S0099,Bitmain,Beijing
F0012,Qiang Yang,S0100,4Paradigm,Beijing
F0013,Wenyuan Dai,S0100,4Paradigm,Beijing
F0014,Shiwei Hu,S0100,4Paradigm,Beijing
F0015,Jack Smith,S0101,Vungle,Beijing
F0016,Zain Jaffer,S0101,Vungle,Beijing
F0017,Kai Yu ***.**@horizon.ai,S0102,Horizon Robotics,Beijing
F0018,Xu Ming,S0103,GalaxySpace,Beijing
F0019,Wei Wensheng,S0104,EdiGene,Beijing
F0020,Hongbo Li,S0107,Geek+,Beijing
F0021,Kai Liu,S0107,Geek+,Beijing
F0022,Yong Zheng,S0107,Geek+,Beijing
F0023,Changhao Jiang,S0108,Cobo,Beijing
F0024,Discus Fish,S0108,Cobo,Beijing
F0025,Jerry Sheng Yue,S0110,Benlai Works,Beijing
F0026,Huafeng Yu,S0110,Benlai Works,Beijing
F0027,Huang Wei (businessman),S0113,Unisound,Beijing
F0028,Jiaen Liang,S0113,Unisound,Beijing
F0029,Zhao Yiyang,S0113,Unisound,Beijing
F0030,Yichuan Hu,S0115,Laiye,Beijing
F0031,Chun'e Ma,S0118,"Shukun (Beijing) Network Technology Co., Ltd.",Beijing
F0032,Li Yong (prince),S0120,Yuanfudao,Beijing
F0033,Xin Liu (entrepreneur) ***@v2ex.com,S0120,Yuanfudao,Beijing
F0034,Shu Chang,S0121,One Space,Beijing
F0035,Han Yan,S0123,Genetron Health,Beijing
F0036,Tina Tianning Yu,S0124,Mevion Medical Systems,Beijing
F0037,Ge Guo,S0125,"Beijing Tiertime Technology Co., Ltd.",Beijing
F0038,Rajiv Jayaraman,S0126,KNOLSKAPE Solutions,Beijing
F0039,Hocking Xu,S0128,AInnovation,Beijing
F0040,Li Lin,S0130,Beijing Health Biotech Co. Ltd.,Beijing
F0041,Yuanyuan Li,S0131,Mobvoi,Beijing
F0042,Sunney Xie,S0137,"Yikon Genomics Co., Ltd.",Beijing
F0043,Dai Wei,S0140,Ofo,Beijing
F0044,Qinghua Guo,S0143,Beijing GreenValley Technology.Co.Ltd.,Beijing
F0045,iDeepWise Artificial Intelligence Robot Technology (Beijing) Co.,S0144,"Beijing Yunjiang Technology Co., Ltd.",Beijing
F0046,Ltd.,S0144,"Beijing Yunjiang Technology Co., Ltd.",Beijing
F0047,Zhiming Yang,S0144,"Beijing Yunjiang Technology Co., Ltd.",Beijing
F0048,Hu Weiwei,S0147,Meituan Bike,Beijing
F0049,Nikita Huang,S0148,DataMesh,Beijing
F0050,Jie Li,S0148,DataMesh,Beijing
F0051,Daixing Zhou,S0149,"Berry Genomics Co.,Ltd",Beijing
F0052,Ying Hou,S0149,"Berry Genomics Co.,Ltd",Beijing
F0053,Xin Ni,S0150,EOC Pharma Group,Beijing
F0054,Xiaoming Zou,S0150,EOC Pharma Group,Beijing
F0055,James LaLonde,S0153,Yodo1,Beijing
F0056,Li Bin,S0154,BeauCare Clinics,Beijing
F0057,Damien Shu,S0157,"Benewake (Beijing) Co., Ltd.",Beijing
F0058,Wu Shufan,S0158,"Beijing MinoSpace Technology Co.,Ltd.",Beijing
F0059,iSpace China,S0159,"Beijing Fangyan Juxing Technology Co., Ltd.",Beijing
F0060,Xiong Lin,S0160,Ziroom,Beijing
F0061,Jaecheol Kim,S0164,Seerslab,Seoul
F0062,Jung-hee Ryu,S0165,KonoLabs,Seoul
F0063,YJ Min **@kono.ai,S0165,KonoLabs,Seoul
F0064,Jaehoon Choi,S0165,KonoLabs,Seoul
F0065,Jeongho Jeon,S0167,DSRV,Seoul
F0066,Ilsu Park,S0170,MARS Auto,Seoul
F0067,Jungin Lee Twitter,S0171,Lunit Inc.,Seoul
F0068,Eric seyoung Jang,S0172,Moneybrain,Seoul
F0069,Sungjae Hwang,S0173,Fluenty Inc.,Seoul
F0070,SeokHwan. You,S0174,Rokit Healthcare Inc.,Seoul
F0071,Kong Pyung,S0177,Looxid Labs,Seoul
F0072,jaeho bae,S0177,Looxid Labs,Seoul
F0073,Jongheun Lee,S0178,Mathpresso,Seoul
F0074,Hee Jo Lee,S0179,SOOHO,Seoul
F0075,Hak Joo Oh,S0179,SOOHO,Seoul
F0076,Hyungu (Dave) Cho,S0180,Classting,Seoul
F0077,Jaesang Yoo,S0180,Classting,Seoul
F0078,Daehyun Kim,S0182,Toss Lab,Seoul
F0079,Daniel Chan,S0182,Toss Lab,Seoul
F0080,Cho Man-ho,S0183,Musinsa,Seoul
F0081,Sang Hun Oh ***.**@luxrobo.com,S0185,"Luxrobo Co., Ltd.",Seoul
F0082,Ted Cho,S0186,Skelter Labs Inc.,Seoul
F0083,YoungDug Kim ***@thewavetalk.com,S0189,The Wave Talk,Seoul
F0084,Yongkeun Park,S0189,The Wave Talk,Seoul
F0085,Jaesung Lee,S0190,DeepValidation,Seoul
F0086,Brian Lee,S0190,DeepValidation,Seoul
F0087,Yongjoon Choi,S0191,Lululab,Seoul
F0088,Changhyun Yoo,S0192,PILAB,Seoul
F0089,Samuel Ahn,S0193,"Hyperconnect, Inc.",Seoul
F0090,Yong Hyeon-taek,S0193,"Hyperconnect, Inc.",Seoul
F0091,Taehoon Kim,S0195,Deeping Source Inc.,Seoul
F0092,Sumin Lee,S0195,Deeping Source Inc.,Seoul
F0093,SangYoung Park,S0197,DAYLI Financial Group Inc.,Seoul
F0094,Sean Shin,S0197,DAYLI Financial Group Inc.,Seoul
F0095,Jung Seok Kang,S0198,AIZEN,Seoul
F0096,Dan Hong,S0200,Quotabook,Seoul
F0097,Minjong Chung,S0201,Tridge,Seoul
F0098,Kangwook Lee,S0201,Tridge,Seoul
F0099,Taehyung Kwon,S0202,PharmCADD,Seoul
F0100,Chulhee Choi,S0204,ILIAS Biologics,Seoul
F0101,Sung-Ho Han ***@olive-hc.com,S0205,Olive Healthcare,Seoul
F0102,Michael Jeong,S0207,AIDOT,Seoul
F0103,Hwijin Lee,S0210,LawTalk,Seoul
F0104,Michael Hong,S0213,Pandora TV,Seoul
F0105,Tae-Jin Kang,S0214,Insignary,Seoul
F0106,Jeongtae Kim,S0215,Odd Concepts,Seoul
F0107,Daniel Shin,S0216,Chai Corporation,Seoul
F0108,Chul-Woo Kim,S0217,BIOINFRA Life Science Inc.,Seoul
F0109,Kwangjin Lee,S0219,Deep Medi,Seoul
F0110,Sanghoon Park,S0222,Illimis Therapeutics,Seoul
F0111,Wonsuk Chung,S0222,Illimis Therapeutics,Seoul
F0112,Chanhyuk Kim,S0222,Illimis Therapeutics,Seoul
F0113,Jeong Doo-hee,S0225,Impactive AI,Seoul
F0114,Gracy Chen,S0228,Bitget,Singapore
F0115,Eric Barbier,S0229,Thunes,Singapore
F0116,Peter Caluwe,S0229,Thunes,Singapore
F0117,Alex Svanevik,S0230,Nansen,Singapore
F0118,Evgeny Medvedev,S0230,Nansen,Singapore
F0119,Lars Bakke Krogvig,S0230,Nansen,Singapore
F0120,Richard Li,S0231,bolttech,Singapore
F0121,Jack Zhang,S0232,Airwallex,Singapore
F0122,Jacob Dai,S0232,Airwallex,Singapore
F0123,Ki-Lok Wong,S0232,Airwallex,Singapore
F0124,Lucy Yueting Liu,S0232,Airwallex,Singapore
F0125,Max Li,S0232,Airwallex,Singapore
F0126,Michael Bermingham,S0233,Nium,Singapore
F0127,Prajit Nanu,S0233,Nium,Singapore
F0128,Pratik Gandhi,S0233,Nium,Singapore
F0129,Andrea Baronchelli,S0234,Aspire,Singapore
F0130,Giacomo Ficari,S0234,Aspire,Singapore
F0131,Giovanni Casinelli,S0234,Aspire,Singapore
F0132,Joel Leong,S0234,Aspire,Singapore
F0133,Stefan Hadjidetschev,S0234,Aspire,Singapore
F0134,Stefano Pellegrino,S0234,Aspire,Singapore
F0135,Thibaud Chommeloux,S0234,Aspire,Singapore
F0136,Junjie Yan,S0235,MiniMax,Singapore
F0137,Aaron Ong,S0236,GRVT,Singapore
F0138,Hong Gyu Yea,S0236,GRVT,Singapore
F0139,Matthew Quek,S0236,GRVT,Singapore
F0140,Chris Xu,S0251,Shein,Singapore
F0141,Eduardo Saverin,S0254,Ninja Van,Singapore
F0142,Dror Feldheim,S0260,Trax,Singapore
F0143,Ken Griffin,S0274,DayOne,Singapore
F0144,Hon Weng Chong,S0280,Cortical Labs,Singapore
F0145,Malcolm Rodrigues,S0284,MyRepublic,Singapore
F0146,Siu Rui Quek,S0289,Carousell,Singapore
F0147,gDEX Metaverse,S0289,Carousell,Singapore
F0148,J.D. Salbego,S0289,Carousell,Singapore
F0149,Rahul Sasi,S0296,CloudSEK,Singapore
F0150,Peter Fedichev,S0297,Gero,Singapore
F0151,Claude Dauphin,S0300,Trafigura,Singapore
F0152,Akshay Kothari,S0304,Atlan,Singapore
F0153,Varun Banka,S0304,Atlan,Singapore
F0132,Joel Leong,S0307,ShopBack,Singapore
F0154,Rong Lin,S0318,SynFutures,Singapore
F0155,Louis Nguyen,S0323,Whale,Singapore
F0156,Jason Dinh,S0323,Whale,Singapore
F0157,Akshit Bordia,S0324,Flint,Singapore
F0158,Pankaj Balani,S0325,Delta Exchange,Singapore
F0159,Jitender Tokas,S0325,Delta Exchange,Singapore
F0160,Winston Zhang,S0326,Cega,Singapore
F0161,Weixiang Zhong,S0327,Ecxx,Singapore
F0162,Julian Hosp,S0328,Cake DeFi,Singapore
F0163,Ben He ***@token.im,S0329,Footprint Analytics,Singapore
F0164,Daniel Lv,S0329,Footprint Analytics,Singapore
F0165,Tung Dao,S0330,VCC Exchange,Singapore
F0011,Jihan Wu,S0331,Matrixport,Singapore
F0166,Sandeep Nailwal,S0332,Cypherock Wallet,Singapore
F0167,Mahin Gupta,S0332,Cypherock Wallet,Singapore
F0168,Jack Tao,S0333,Phemex,Singapore
F0169,Max Giammario ***@metapals.pet,S0335,MetaPals,Singapore
F0170,Tony Song,S0335,MetaPals,Singapore
F0171,Richard Eldridge Twitter,S0336,LenddoEFL,Singapore
F0172,Jeffrey Stewart,S0336,LenddoEFL,Singapore
F0173,Anton Katz,S0337,Talos Trading,Singapore
F0174,Ethan Feldman,S0337,Talos Trading,Singapore
F0175,Xinxi Wang,S0338,COINUT,Singapore
F0176,Cain Huang,S0338,COINUT,Singapore
F0177,Gautam Altekar *.*@menlosecurity.com,S0339,Menlo Security,Singapore
F0178,Amir Ben-Efraim,S0339,Menlo Security,Singapore
F0179,Antoni Trenchev,S0340,Vauld,Singapore
F0180,Joe Fitzsimons ***@horizonquantum.com,S0341,Horizon Quantum Computing,Singapore
F0181,Ka Yi Ling,S0342,Shiok Meats,Singapore
F0182,Rui Sales ***@stratioautomotive.com,S0344,Stratio Automotive,Singapore
F0183,Idan Ofrat,S0345,Fireblocks,Singapore
F0184,Michael Shaulov,S0345,Fireblocks,Singapore
F0185,Pavel Berengoltz,S0345,Fireblocks,Singapore
F0186,Marc Amez-Droz **@hextrust.com,S0346,Hex Trust,Singapore
F0187,Nick Cayer,S0350,Jumio,Singapore
F0188,Eric Byunn,S0350,Jumio,Singapore
F0189,Rohit Jha,S0351,Transcelestial Technologies,Singapore
F0190,Mohammad Danesh,S0351,Transcelestial Technologies,Singapore
F0191,Florian Savoy,S0355,Medios Technologies,Singapore
F0192,Bhargav Sosale,S0355,Medios Technologies,Singapore
F0193,Joe Zawadzki ***@aperiam.vc,S0356,MediaMath,Singapore
F0194,Joaquin Keller,S0358,Entropica Labs,Singapore
F0195,Grace Chia,S0359,BeeX,Singapore
F0196,Goh Eng Wei,S0359,BeeX,Singapore
F0197,Philip Stehlik Twitter,S0360,Taulia,Singapore
F0198,Bertram Meyer,S0360,Taulia,Singapore
F0199,Markus Ament Twitter,S0360,Taulia,Singapore
F0200,Yu Xu **.**@tigergraph.com,S0361,TigerGraph,Singapore
F0201,Vicky Bindra,S0364,Pine Labs,Singapore
F0202,Charlie Baillie,S0365,Ampverse,Singapore
F0203,Sascha Zehe,S0366,Polemos,Singapore
F0204,Dr Luo Sha,S0368,Nuspace PTE. Ltd.,Singapore
F0205,Zhen Ning Ng,S0368,Nuspace PTE. Ltd.,Singapore
F0206,Malcolm Brenner,S0369,Tessa Therapeutics,Singapore
F0207,Prashant Kirtane,S0370,Travelstop,Singapore
F0208,Altaf Dhamani,S0370,Travelstop,Singapore
F0209,Irene Zhao,S0372,SO-COL,Singapore
F0210,Benjamin Tang,S0372,SO-COL,Singapore
F0211,Creating Asia,S0374,Karana,Singapore
F0212,Darryl Wan,S0375,Reap,Singapore
F0213,Aaron Tan,S0392,CARRO (carro.co),Singapore
F0214,Aditya Lesmana,S0392,CARRO (carro.co),Singapore
F0215,Ashwin Damera,S0393,Eruditus,Singapore
F0216,Joan Ong,S0394,Supermom,Singapore
F0217,Luke Lim,S0394,Supermom,Singapore
F0218,Lynn Yeoh,S0394,Supermom,Singapore
F0219,Rebecca Koh,S0394,Supermom,Singapore
F0220,Chris Ng,S0407,SkyArk Studio,Singapore
F0221,Calvin Liu,S0424,Dora Factory,Singapore
F0222,Ramakant Sharma,S0435,Livspace,Singapore
F0223,Anuj Srivastava,S0435,Livspace,Singapore
F0224,Ezaan Mangalji,S0445,Initia Labs,Singapore
F0225,Andrea Fortugno,S0446,MagicBlock Labs,Singapore
F0226,Gabriele Picco,S0446,MagicBlock Labs,Singapore
F0227,Anatoly Yakovenko,S0450,Oobit Technologies,Singapore
F0228,Peng Zhihui,S0453,Agibot,Shanghai
F0229,Charlwin Mao Wenchao,S0454,Xiaohongshu,Shanghai
F0230,Miranda Qu,S0454,Xiaohongshu,Shanghai
F0231,Jiao Guofang,S0455,Biren Technology,Shanghai
F0232,Zhang Wen,S0455,Biren Technology,Shanghai
F0233,Hong-hoi Ting,S0456,Full-Life Technologies,Shanghai
F0234,Lanny Sun,S0456,Full-Life Technologies,Shanghai
F0235,Nicholas Wong,S0456,Full-Life Technologies,Shanghai
F0236,Junfeng Yao,S0457,Smartee Denti-Technology,Shanghai
F0237,Zhongwei Yao,S0457,Smartee Denti-Technology,Shanghai
F0238,John Ma,S0458,Ronovo Surgical,Shanghai
F0239,Ying Mao,S0458,Ronovo Surgical,Shanghai
F0240,Bao-Hong Zhang,S0459,Epigenic Therapeutics,Shanghai
F0241,William CHEN,S0460,MetaX,Shanghai
F0242,Daniel Mou,S0461,United Imaging Healthcare,Shanghai
F0243,Jie Gu,S0462,Fourier Intelligence,Shanghai
F0244,Zhang Lu,S0463,Soul APP,Shanghai
F0245,Beijing Sinohytec,S0469,Hozon,Shanghai
F0246,Zhejiang Yangtze Delta Region Institute,S0469,Hozon,Shanghai
F0247,Zhang Jie,S0501,Mabang ERP,Shanghai
F0248,Limin Tan,S0505,Westwell Lab,Shanghai
F0249,Sun Shuo,S0506,Xiangwushuo,Shanghai
F0250,Wu Weimin,S0525,Shijia Technology,Shanghai
F0251,Charles Xie,S0543,Zilliz,Shanghai
F0252,James Yang,S0545,AMEC,Shanghai
F0253,Jie Fan,S0548,Accutar Biotech,Shanghai
F0254,Ke Liu,S0548,Accutar Biotech,Shanghai
F0255,David Chen,S0549,Strikingly,Shanghai
F0256,Soul Htite,S0550,Dianrong,Shanghai
F0257,Nicky Li,S0551,Blocklords,Shanghai
F0258,Kandaswamy Vijayan,S0552,Omniome,Shanghai
F0259,Wayne Dai,S0553,VeriSilicon Holdings,Shanghai
F0260,Dr. Hangwen Li,S0554,Stemirna Therapeutics,Shanghai
F0261,Greg Zaharchuk,S0555,Subtle Medical,Shanghai
F0262,Enhao Gong,S0555,Subtle Medical,Shanghai
F0263,Javier Mata,S0558,Yalochat,Shanghai
F0264,Zheren Hu,S0559,Laix,Shanghai
F0265,Hui Lin ***.***@liulishuo.com,S0559,Laix,Shanghai
F0266,Julian Zheren,S0564,Inceptio Technology,Shanghai
F0267,Anne Monjanel,S0565,Polyplus-Transfection S.A.,Shanghai
F0268,Joelle Bloch,S0565,Polyplus-Transfection S.A.,Shanghai
F0269,Patrick Metz,S0565,Polyplus-Transfection S.A.,Shanghai
F0270,iTutorGroup,S0567,The CareVoice,Shanghai
F0271,diaDexus,S0568,3D Medicines,Shanghai
F0272,Fu Cairui,S0578,HuJiang,Shanghai
F0273,Alan Feng Xinpeng,S0580,"NextVPU (Shanghai) Co., Ltd.",Shanghai
F0274,Tommie Tao,S0584,"Anhui Cowarobot Co., Ltd.",Shanghai
F0275,Qiang Lu ***@genfleet.com,S0585,GenFleet Therapeutics,Shanghai
F0276,Lintao Tan,S0586,"Alinket Electronic Technology (Shanghai) Co., Ltd.",Shanghai
F0277,Maodong Qian,S0587,SKYSYS Intelligent Technology Limited,Shanghai
F0278,Will Lee,S0591,Youxia Motors,Shanghai
F0279,Gabriel Mirón,S0592,ShouTi Inc.,Shanghai
F0280,Vishesh Nargotra,S0592,ShouTi Inc.,Shanghai
F0281,xiaoi,S0592,ShouTi Inc.,Shanghai
F0282,Eddie Chan,S0594,Motovis Intelligent Technologies (Shanghai) Co Ltd,Shanghai
F0283,Davy Luk,S0594,Motovis Intelligent Technologies (Shanghai) Co Ltd,Shanghai
F0284,Yu Zhenghua,S0594,Motovis Intelligent Technologies (Shanghai) Co Ltd,Shanghai
F0285,Alexandre van 't Westende,S0595,Seeder Energy,Shanghai
F0286,Sign up to access our full database,S0595,Seeder Energy,Shanghai
F0287,Enter your email,S0595,Seeder Energy,Shanghai
F0288,get access to 71,S0595,Seeder Energy,Shanghai
F0289,000 + technology companies you can partner with.,S0595,Seeder Energy,Shanghai
F0290,Ron Victor,S0597,IoTium,Tokyo
F0291,Alexandre Dalyac,S0598,Tractable AI,Tokyo
F0292,Adrien Cohen,S0598,Tractable AI,Tokyo
F0293,Takashi Eishima,S0599,AxelSpace,Tokyo
F0294,Naoki Miyashita,S0599,AxelSpace,Tokyo
F0295,Thibaut Britz,S0602,Talkwalker,Tokyo
F0296,Robert W. Laing,S0603,Gengo,Tokyo
F0297,Ryo Chikazawa ***@autify.com,S0604,Autify,Tokyo
F0298,Takayuki Shimizu,S0604,Autify,Tokyo
F0299,Masatoshi Kumagai,S0606,GMO Internet Group,Tokyo
F0300,Tetsuro Takemoto,S0607,Ineeza,Tokyo
F0301,Masuda Shunsuke,S0608,Cryptact,Tokyo
F0302,Issei Takino,S0609,Mujin,Tokyo
F0303,Rosen Diankov,S0609,Mujin,Tokyo
F0304,Keisuke Tomimatsu,S0611,ABEJA,Tokyo
F0305,Takanori Ogata,S0611,ABEJA,Tokyo
F0306,Chetan Bhuta,S0613,Scalix,Tokyo
F0307,Julie Hanna,S0613,Scalix,Tokyo
F0308,Daisuke Okanohara,S0614,Preferred Networks,Tokyo
F0309,Morikawa Hiroyuki,S0614,Preferred Networks,Tokyo
F0310,Hiroichi Yoshida,S0617,"ELIIY Power Co., Ltd.",Tokyo
F0311,Lee Smith ***@savea.com,S0620,Paidy,Tokyo
F0312,Russell Cummer,S0620,Paidy,Tokyo
F0313,Yang Tento,S0623,QunaSys,Tokyo
F0314,Tennin Yan ***@qunasys.com,S0623,QunaSys,Tokyo
F0315,Koichi Nakayama,S0624,Cyfuse Biomedical K.K.,Tokyo
F0316,Koji Kuchiishi,S0624,Cyfuse Biomedical K.K.,Tokyo
F0317,Michael Carter,S0627,Playco,Tokyo
F0318,Justin Waldron,S0627,Playco,Tokyo
F0319,Julien Hora,S0629,Datance,Tokyo
F0320,Alireza Goudarzi,S0629,Datance,Tokyo
F0321,Gabriel Stempinski,S0629,Datance,Tokyo
F0322,Dallas Johnston,S0630,Credify,Tokyo
F0323,Hironao Kunimitsu,S0631,Thirdverse,Tokyo
F0324,Prakash Murthy,S0632,Atonarp,Tokyo
F0325,Tomoyoshi Sato,S0632,Atonarp,Tokyo
F0326,Kohta Satake,S0635,CureApp,Tokyo
F0327,Hirao Ichiro,S0641,TAGCyx Biotechnologies,Tokyo
F0328,Takenori Kitagamae,S0643,Kibiro,Tokyo
F0329,Osamu Nureki,S0644,Modalis Therapeutics Corporation,Tokyo
F0330,Kazuya Hata,S0649,JustInCase,Tokyo
F0331,Shinichi Nasukawa,S0649,JustInCase,Tokyo
F0332,Akihiro Okabe,S0650,Novars,Tokyo
F0333,Daisuke Sasaki,S0651,Freee,Tokyo
F0334,Takaya Taguchi,S0654,Helical Fusion,Tokyo
F0335,Junichi Miyazawa,S0654,Helical Fusion,Tokyo
F0336,Yu Yamashiro,S0656,Jij,Tokyo
F0337,amplified ai,S0656,Jij,Tokyo
F0338,Christopher Grainger,S0656,Jij,Tokyo
F0339,Hideyuki Okano,S0657,SanBio,Tokyo
F0286,Sign up to access our full database,S0657,SanBio,Tokyo
F0287,Enter your email,S0657,SanBio,Tokyo
F0288,get access to 71,S0657,SanBio,Tokyo
F0289,000 + technology companies you can partner with.,S0657,SanBio,Tokyo
F0340,Akio Morita,S0674,Eco-Pork Co,Tokyo
F0341,Masaru Ibuka,S0674,Eco-Pork Co,Tokyo
F0342,Norio Yamaguchi,S0675,Ubiden,Tokyo
F0343,Lina Sakai,S0712,SHONAI (Organic Rice Design),Tokyo
F0343,Lina Sakai,S0715,Sarowin,Tokyo
F0344,Arthur Mensch,S0751,Mistral AI,Paris
F0345,Charles Gorintin,S0751,Mistral AI,Paris
F0346,Guillaume Lample,S0751,Mistral AI,Paris
F0347,Jean Charles Samuelian,S0751,Mistral AI,Paris
F0348,Timothee Lacroix,S0751,Mistral AI,Paris
F0349,Frederic Trinel,S0752,EcoVadis,Paris
F0350,Pierre Francois Thaler,S0752,EcoVadis,Paris
F0351,Morgan Perry,S0753,Qovery,Paris
F0352,Pierre Mavro,S0753,Qovery,Paris
F0353,Romaric Philogene,S0753,Qovery,Paris
F0354,Julien Blancher,S0754,Finary,Paris
F0355,Mounir Laggoune,S0754,Finary,Paris
F0356,Dali Rashid,S0755,Genomines,Paris
F0357,Fabien Koutchekian,S0755,Genomines,Paris
F0358,David Cahané,S0756,Bioptimus,Paris
F0359,Eric Durand,S0756,Bioptimus,Paris
F0360,Felipe Llinares López,S0756,Bioptimus,Paris
F0361,Jean-Philippe Vert,S0756,Bioptimus,Paris
F0362,Rodolphe Jenatton,S0756,Bioptimus,Paris
F0363,Zelda Mariet,S0756,Bioptimus,Paris
F0364,Raphaël Lescanne,S0757,Alice & Bob,Paris
F0365,Théau Péronnin,S0757,Alice & Bob,Paris
F0366,Anne Osdoit,S0758,SafeHeal,Paris
F0367,Charles A. Kantor,S0759,H Company,Paris
F0368,Julien Perolat,S0759,H Company,Paris
F0369,Karl Tuyls,S0759,H Company,Paris
F0370,Adam Dowson,S0760,Request Finance,Paris
F0371,Christophe Lassuyt,S0760,Request Finance,Paris
F0372,Julien Devoir,S0760,Request Finance,Paris
F0373,Yoann Marion,S0760,Request Finance,Paris
F0374,Marc-Henri Gires,S0761,Defacto,Paris
F0375,Stanislas Polu,S0775,Dust,Paris
F0376,Gabriel Hubert,S0775,Dust,Paris
F0377,Guillaume Beraud-Sudreau,S0776,Akur8,Paris
F0378,Edourd mascre **@pennylane.com,S0799,Pennylane,Paris
F0379,Philippe Ravaud,S0804,Inato,Paris
F0380,Alexis Barreyat,S0812,BeReal.,Paris
F0381,Adrien Nussenbaum,S0837,Mirakl,Paris
F0382,Philippe Corrot,S0837,Mirakl,Paris
F0383,Christian Raisson,S0838,ManoMano,Paris
F0384,Victoire Bach,S0845,Hopia,Paris
F0385,Matthias Lesage,S0845,Hopia,Paris
