investor_id,investor_name,startup_id,startup_name,city,funding_stage
I0250,Aviva Investors,S1080,Terra One,Berlin,Debt Financing
I0251,Base 10 Ventures,S1081,Contentful,Berlin,Series E+
I0252,Singular.,S1087,Peec AI,Berlin,Seed
I0253,Daimler Mobility Services,S1094,Blacklane,Berlin,Series E+
I0060,Inven Capital,S1097,Forto,Berlin,Series D
I0221,HV Capital,S1100,Payrails,Berlin,Series A
I0012,Accel,S1102,SynthFlow AI,Berlin,Series A
I0254,Heal Capital,S1103,Apheris,Berlin,Series A
I0085,Partech,S1105,AMBOSS,Berlin,Venture Round
I0255,Heliad Equity,S1109,WorkMotion,Berlin,Series B
I0256,Earlybird Venture Capital,S1111,finmid,Berlin,Series A
I0257,Mutschler Ventures,S1113,Knowunity,Berlin,Series B
I0258,Coatue Management,S1115,Choco,Berlin,Venture Round
I0259,VC Fonds Technologie,S1130,Aignostics,Berlin,Series B
I0260,Round2 Capital Partners,S1131,Market Logic Software,Berlin,Private Equity
I0221,HV Capital,S1138,Tourlane,Berlin,Series D
I0261,Tiny VC,S1139,trawa,Berlin,Series A
I0262,HSBC Innovation Banking,S1163,Moss,Berlin,Venture Round
I0263,Goldman Sachs Asset Management,S1176,Raisin,Berlin,Series E+
I0264,CoinFund,S1195,LI.FI,Berlin,Series A
I0265,468 Capital,S1208,Ostrom,Berlin,Series B
I0266,Vereinigte Volksbank Raiffeisenbank eG,S1215,Nelly.,Berlin,
I0267,SevenVentures,S1216,KoRo,Berlin,
I0268,Project A Ventures (PAV),S1217,Andercore,Berlin,
I0269,Octopus Energy Generation,S1218,Metiundo,Berlin,
I0270,Barclays.,S1219,Enpal,Berlin,
I0033,BOND Capital,S1220,Flink SE,Berlin,
I0271,DB mindbox (Deutsche Bahn AG),S1221,LiveEO,Berlin,
I0072,CITIC Securities,S1222,Everphone AG,Berlin,
I0272,Ekarpen,S1223,Lookiero Outfittery Group,Berlin,
I0273,Ichigo,S1224,GIGA.GREEN,Berlin,
I0221,HV Capital,S1225,LANCH,Berlin,
I0012,Accel,S1226,SLAY.cool,Berlin,
I0274,Picus Capital,S1227,Ceezer,Berlin,
I0275,Pace Capital,S1228,NetBird,Berlin,
I0192,b2venture,S1229,Nelly Solutions GmbH,Berlin,
I0276,Flixfounders,S1230,CarOnSale,Berlin,
I0103,European Innovation Council,S1231,omni:us,Berlin,
I0007,Bessemer Venture Partners,S1232,dltHub,Berlin,
I0277,Eurazeo,S1233,Arbio,Berlin,
I0278,Begemann Capital,S1234,StratifAI,Berlin,
I0279,10x Founders,S1235,Ivy,Berlin,
I0280,High-Tech Gründerfonds.,S1236,Caeli Wind,Berlin,
I0281,Feast Ventrues,S1237,Project Eaden,Berlin,
I0282,P53 Invest,S1238,Atai Life Science,Berlin,
I0096,Elemental Impact,S1239,Klim,Berlin,
I0283,WinYield,S1240,Tapline,Berlin,
I0076,SoftBank Vision Fund,S1241,Vivid Money,Berlin,Series C
I0284,Fly Ventures,S1242,carbmee,Berlin,Series A
I0285,European Commission,S1243,Dryad Networks,Berlin,Series B
I0261,Tiny VC,S1244,circula,Berlin,Series A
I0286,CRB Health Tech SGEIC,S1245,Circle Health Europe GmbH,Berlin,Seed
I0287,Auriga Cyber Ventures (CyberImpact),S1246,enclaive,Berlin,Seed
I0288,bm-t Beteiligungsmanagement Thüringen,S1247,Galakto,Berlin,Seed
I0289,zwei.7 Holding,S1248,hellomed.com,Berlin,
I0290,European Social Innovation & Impact Fund,S1249,ALVA Energie,Berlin,Series A
I0291,Entrepreneur First (joinef.com),S1250,Sensmore,Berlin,Series A
I0292,Cardumen Capital,S1251,TastyUrban,Berlin,Series A
I0293,FoodLabs,S1252,Holy,Berlin,Series A
I0294,Ellipsis venture,S1253,juna.ai,Berlin,Seed
I0085,Partech,S1254,Roger,Berlin,Seed
I0295,Lucid Capital,S1255,Platoapp AI,Berlin,Pre-Seed
I0296,Limestone Capital AG,S1256,MYNE,Berlin,Series A
I0297,eCAPITAL Entrepreneurial Partners,S1257,Baobab.io,Berlin,Grant
I0298,Kompas VC,S1258,Ecoworks,Berlin,Series A
I0280,High-Tech Gründerfonds.,S1259,7Learnings,Berlin,Series B
I0225,Sapphire Ventures,S1260,signavio,Berlin,
I0299,Impact Expansion,S1261,NeuroCare Group AG,Berlin,Grant
I0300,Africa Go Green Fund,S1262,Ampersand UG,Berlin,
I0301,Zero Prime Ventures,S1263,Qontext GmbH,Berlin,Pre-Seed
I0087,Speedinvest (SI),S1264,roclub,Berlin,Series A
I0302,Hans(wo)men Group,S1265,EPIX Sports,Berlin,Debt Financing
I0034,Y Combinator,S1266,Tabula,Berlin,Bridge Round
I0266,Vereinigte Volksbank Raiffeisenbank eG,S1267,Fleming Banking,Berlin,Seed
I0303,imec.xpand,S1268,Xavveo,Berlin,Seed
I0304,Realyze Ventures,S1269,Vamo,Berlin,Seed
I0305,Roosh Ventures,S1270,GlassFlow,Berlin,Seed
I0306,Green Generation Fund,S1271,WALLROUND,Berlin,Seed
I0307,Atlantic Labs,S1272,Purpose Green,Berlin,Series B
I0308,SCB 10X,S1273,M^0 Labs,Berlin,Series B
I0275,Pace Capital,S1274,Bayes Esports,Berlin,
I0309,Nebular VC,S1275,PraxiPal,Berlin,Seed
I0212,Cavalry Ventures,S1276,Patronus Group,Berlin,Series A
I0103,European Innovation Council,S1277,Nuventura,Berlin,Series A
I0310,Technology Crossover Ventures (TCV),S1278,Spryker Systems,Berlin,Series C
I0311,La Famiglia,S1279,Asana Rebel,Berlin,Series B
I0006,Insight Partners,S1280,Flank AI,Berlin,Series A
I0087,Speedinvest (SI),S1281,Raus,Berlin,Series B
I0312,Better Ventures GmbH,S1282,Evela Health,Berlin,Seed
I0313,Blue Pool Capital,S1283,G2 Esports,Berlin,Series B
I0078,General Catalyst,S1284,Integral Services GmbH,Berlin,Seed
I0314,Contrarian Ventures,S1285,Bees & Bears,Berlin,Seed
I0315,Sparkmind.vc,S1286,Autovio,Berlin,Series A
I0316,FJ Labs,S1287,Midas Software,Berlin,Seed
I0317,ACTON,S1288,saas.group,Berlin,Seed
I0318,Atlantis Ventures,S1289,LillianCare,Berlin,Seed
I0319,Abstract,S1290,Nomad,Sao Paulo,Series B
I0320,Spark Capital,S1290,Nomad,Sao Paulo,Series B
I0014,Tiger Global Management,S1290,Nomad,Sao Paulo,Series B
I0321,ONEVC,S1290,Nomad,Sao Paulo,Series B
I0322,Google for Startups,S1290,Nomad,Sao Paulo,Series B
I0022,Sequoia Capital,S1291,Enter,Sao Paulo,Series A
I0323,Founders Fund,S1291,Enter,Sao Paulo,Series A
I0316,FJ Labs,S1291,Enter,Sao Paulo,Series A
I0321,ONEVC,S1291,Enter,Sao Paulo,Series A
I0112,Amazon Web Services,S1291,Enter,Sao Paulo,Series A
I0324,Base10 Partners,S1292,Arvo,Sao Paulo,Series A
I0325,Canary,S1292,Arvo,Sao Paulo,Series A
I0326,Latitud,S1292,Arvo,Sao Paulo,Series A
I0142,Preface Ventures,S1292,Arvo,Sao Paulo,Series A
I0327,Kaszek,S1292,Arvo,Sao Paulo,Series A
I0009,Endeavor Catalyst,S1293,Omie,Sao Paulo,Series D
I0130,Partners Group,S1293,Omie,Sao Paulo,Series D
I0037,Tencent,S1293,Omie,Sao Paulo,Series D
I0029,Riverwood Capital,S1293,Omie,Sao Paulo,Series D
I0328,Bossa Invest,S1293,Omie,Sao Paulo,Series D
I0078,General Catalyst,S1294,Clara,Sao Paulo,Venture Round
I0329,Gaingels,S1294,Clara,Sao Paulo,Venture Round
I0325,Canary,S1294,Clara,Sao Paulo,Venture Round
I0263,Goldman Sachs Asset Management,S1294,Clara,Sao Paulo,Venture Round
I0330,BoxGroup,S1294,Clara,Sao Paulo,Venture Round
I0331,QED Investors,S1295,Kamino,Sao Paulo,Series A
I0009,Endeavor Catalyst,S1295,Kamino,Sao Paulo,Series A
I0332,Flourish Ventures,S1295,Kamino,Sao Paulo,Series A
I0022,Sequoia Capital,S1295,Kamino,Sao Paulo,Series A
I0201,Inspired Capital Partners,S1295,Kamino,Sao Paulo,Series A
I0333,Citibanamex,S1296,Mercado Pago,Sao Paulo,Debt Financing
I0334,Banco Citibank SA,S1296,Mercado Pago,Sao Paulo,Debt Financing
I0009,Endeavor Catalyst,S1297,Hashdex,Sao Paulo,Series A
I0325,Canary,S1297,Hashdex,Sao Paulo,Series A
I0015,Coinbase Ventures,S1297,Hashdex,Sao Paulo,Series A
I0076,SoftBank Vision Fund,S1297,Hashdex,Sao Paulo,Series A
I0335,Valor Capital Group,S1297,Hashdex,Sao Paulo,Series A
I0336,8VC,S1298,180 Seguros,Sao Paulo,Series A
I0325,Canary,S1298,180 Seguros,Sao Paulo,Series A
I0316,FJ Labs,S1298,180 Seguros,Sao Paulo,Series A
I0337,MONASHEES,S1298,180 Seguros,Sao Paulo,Series A
I0338,Atlantico,S1298,180 Seguros,Sao Paulo,Series A
I0339,Sagol Holdings,S1299,BotCity,Sao Paulo,Series A
I0034,Y Combinator,S1299,BotCity,Sao Paulo,Series A
I0340,Alexia Ventures,S1299,BotCity,Sao Paulo,Series A
I0341,Astella,S1299,BotCity,Sao Paulo,Series A
I0342,Norte Ventures,S1299,BotCity,Sao Paulo,Series A
I0343,Big Bets VC,S1300,Ume,Sao Paulo,Series B
I0344,10T Holdings,S1303,Mercado Bitcoin,Sao Paulo,Series C
I0082,General Atlantic,S1310,QI Tech,Sao Paulo,Series B
I0325,Canary VC,S1313,Alice,Sao Paulo,Series C
I0345,NXTP Ventures,S1317,Nuvemshop,Sao Paulo,Series E+
I0321,ONEVC,S1322,Tako,Sao Paulo,Series A
I0335,Valor Capital Group,S1325,CRMBonus,Sao Paulo,Corporate Round
I0342,Norte Ventures,S1326,Flash,Sao Paulo,Series C
I0346,Caravela Capital,S1329,CredAluga,Sao Paulo,Series A
I0347,Alarko Ventures,S1331,Mottu,Sao Paulo,Private Equity
I0026,Temasek Holdings,S1332,Dock,Sao Paulo,Private Equity
I0348,AXA IM Alts,S1336,Mombak,Sao Paulo,Series A
I0349,Bicycle Capital,S1338,Cayena,Sao Paulo,Series B
I0322,Google for Startups,S1343,Gupy,Sao Paulo,Series B
I0344,10T Holdings,S1348,2TM,Sao Paulo,Corporate Round
I0350,Tarsadia,S1364,Loft,Sao Paulo,Venture Round
I0351,Scale-Up Ventures,S1368,Divibank,Sao Paulo,Venture Round
I0217,True Ventures,S1369,Onze,Sao Paulo,Series A
I0352,Travessia,S1375,Educbank,Sao Paulo,Debt Financing
I0353,Zenda,S1377,Caveo,Sao Paulo,Seed
I0351,Scale-Up Ventures,S1383,Mecanizou,Sao Paulo,Series A
I0354,Andbank,S1389,Creditas,Sao Paulo,Series E+
I0054,Lapam Capital,S1391,QuintoAndar,Sao Paulo,Series E+
I0355,Japan International Cooperation Agency,S1397,Agrolend,Sao Paulo,Series B
I0054,Lapam Capital,S1399,SouSmile,Sao Paulo,Series A
I0356,4equity - Media Ventures,S1400,Justos,Sao Paulo,Series A
I0357,Microsoft,S1403,Loggi,Sao Paulo,Series D
I0358,Maya Capital,S1420,Azos,Sao Paulo,Series B
I0359,Allievo Capital,S1425,Medway,Sao Paulo,Seed
I0360,Columbia Ventures Brazil,S1430,Central da Visão,Sao Paulo,Series A
I0361,Fifth Wall Ventures,S1435,Solfacil,Sao Paulo,Series C
I0362,Paradigm Ventures,S1441,Crown,Sao Paulo,Seed
I0012,Accel,S1442,Avenia,Sao Paulo,Series A
I0363,Cyrela,S1443,Klubi,Sao Paulo,Series A
I0230,Battery Ventures,S1444,Skyone,Sao Paulo,Series C
I0364,IFC - International Finance Corporation,S1445,ISA Lab,Sao Paulo,Series B
I0034,Y Combinator Summer 2020,S1446,Conta Simples,Sao Paulo,Series B
I0364,IFC - International Finance Corporation,S1447,Neon Brazil,Sao Paulo,Series B
I0029,Riverwood Capital,S1448,Segura,Sao Paulo,
I0009,Endeavor Catalyst,S1449,BeConfident,Sao Paulo,Series A
I0365,Cloud9 Capital,S1450,Canopy,Sao Paulo,Venture Round
I0366,Lela Walker,S1451,A5X,Sao Paulo,Series C
I0367,Across Capital,S1452,Zig - The Global Funtech,Sao Paulo,Series B
I0331,QED Investors,S1453,Velotax,Sao Paulo,Series A
I0368,Good Karma Partners,S1454,Mevo.,Sao Paulo,Series B
I0358,Maya Capital,S1455,Lastro,Sao Paulo,Series A
I0369,Sun Hung Kai & Co,S1456,Pagaleve,Sao Paulo,Series A
I0370,Vivo Ventures,S1457,Conexa Saude,Sao Paulo,Series B
I0371,Hedosophia,S1458,BHub,Sao Paulo,Series B
I0372,FIDC,S1459,Principia,Sao Paulo,Series A
I0121,U.S. Department of Defense,S1460,Braskem,Sao Paulo,IPO
I0373,Endeavor Brasil,S1461,Rivio,Sao Paulo,
I0034,Y Combinator Summer 2020,S1462,Ruvo,Sao Paulo,Seed
I0374,Souza Cruz S/A,S1463,Mais Mu,Sao Paulo,Series A
I0375,Mercado Libre Fund,S1464,Warren Investments,Sao Paulo,
I0376,Parallax Ventures,S1465,Caf.io,Sao Paulo,Series A
I0009,Endeavor Catalyst,S1466,Pilar.,Sao Paulo,Series A
I0377,SoftBank Latin America Fund,S1467,Nilo Saúde,Sao Paulo,Seed
I0378,Construct Capital,S1468,Vammo,Sao Paulo,Series B
I0009,Endeavor Catalyst,S1469,CERC,Sao Paulo,
I0014,Tiger Global Management,S1470,Cora,Sao Paulo,Series B
I0379,Farallon Capital Management,S1471,CargoX,Sao Paulo,Series E+
I0027,Tribe Capital,S1472,Instacarro.com,Sao Paulo,Convertible Note
I0380,Fuel Venture Capital,S1473,RecargaPay,Sao Paulo,Series C
I0381,Ribbit Capital,S1474,Nubank Brazil,Sao Paulo,IPO
I0382,L4 Venture Builder,S1475,Certta,Sao Paulo,Seed
I0003,EXT Capital,S1476,Loomy,Sao Paulo,Venture Round
I0235,Next Play Ventures,S1477,Wildlife Studios,Sao Paulo,Series B
I0383,StoneX Group,S1478,Sami,Sao Paulo,Series B
I0222,Redpoint eventures Brazil,S1479,New Hope Ecotech | eureciclo,Sao Paulo,Series B
I0029,Riverwood Capital,S1480,Intelipost,Sao Paulo,Series A
I0384,Indicator Capital,S1481,Doji,Sao Paulo,Seed
I0329,Gaingels,S1482,DigAÍ,Sao Paulo,Seed
I0003,EXT Capital,S1483,Magie,Sao Paulo,Series A
I0034,Y Combinator Summer 2020,S1484,lexter.ai,Sao Paulo,Series A
I0385,Banco Safra,S1485,"CloudWalk, Inc",Sao Paulo,IPO
I0386,2TM Ventures,S1486,Gorila Brazil,Sao Paulo,Series B
I0325,Canary VC,S1487,Axenya,Sao Paulo,Series A
I0387,KDX,S1488,Carecode.ai,Sao Paulo,Pre-Seed
I0388,Silence VC,S1489,Musa Tecnologia,Sao Paulo,Series A
I0389,Hindiana,S1490,Rock Encantech,Sao Paulo,Series C
I0390,Antonio Peña,S1491,LogShare,Sao Paulo,Seed
I0351,Scale-Up Ventures,S1492,Bull Credit Technology,Sao Paulo,
I0391,Big_bets,S1493,Iniciador,Sao Paulo,Series A
I0392,Upload Ventures,S1494,IORQ,Sao Paulo,Series A
I0393,Vita Investments,S1495,Nexa Finance,Sao Paulo,Seed
I0230,Battery Ventures,S1496,Woba,Sao Paulo,Series B
I0394,Itaú BBA,S1498,BTG Pactual,Sao Paulo,Series B
I0395,Citrino Ventures,S1499,Solomon,Sao Paulo,Seed
I0098,Headline VC (e.ventures),S1500,Pipeimob,Sao Paulo,Seed
I0396,SaaSholic,S1501,Liquid AI,Sao Paulo,Seed
I0182,GSR Ventures,S1502,AlugaMais,Sao Paulo,Seed
I0054,Lapam Capital,S1503,Sallve,Sao Paulo,Series B
I0078,General Catalyst,S1504,Lingokids,Madrid,Venture Round
I0040,500 Global,S1504,Lingokids,Madrid,Venture Round
I0007,Bessemer Venture Partners,S1504,Lingokids,Madrid,Venture Round
I0397,Reach Capital,S1504,Lingokids,Madrid,Venture Round
I0398,JME Ventures,S1504,Lingokids,Madrid,Venture Round
I0006,Insight Partners,S1505,ONUM,Madrid,Series A
I0399,Dawn Capital,S1505,ONUM,Madrid,Series A
I0400,Kibo Ventures,S1505,ONUM,Madrid,Series A
I0012,AWS Startup Loft Accelerator,S1505,ONUM,Madrid,Series A
I0398,JME Ventures,S1506,Reveni,Madrid,Series A
I0401,Inveready,S1506,Reveni,Madrid,Series A
I0060,Inven Capital,S1506,Reveni,Madrid,Series A
I0402,13books Capital,S1506,Reveni,Madrid,Series A
I0182,Big Sur Ventures,S1506,Reveni,Madrid,Series A
I0051,Walden International,S1507,Seedtag,Madrid,Private Equity
I0403,Oakley Capital,S1507,Seedtag,Madrid,Private Equity
I0404,Acurio Ventures,S1507,Seedtag,Madrid,Private Equity
I0405,Adara Ventures,S1507,Seedtag,Madrid,Private Equity
I0406,Apax Partners,S1508,idealista,Madrid,Private Equity
I0403,Oakley Capital,S1508,idealista,Madrid,Private Equity
I0014,Tiger Global Management,S1508,idealista,Madrid,Private Equity
I0407,Accenture,S1508,idealista,Madrid,Private Equity
I0408,Bonsai Partners,S1508,idealista,Madrid,Private Equity
I0409,CDP Venture Capital,S1509,Nova,Madrid,Series A
I0163,Fyrfly Venture Partners,S1509,Nova,Madrid,Series A
I0092,Crowdcube,S1509,Nova,Madrid,Series A
I0410,Doha Tech Angels,S1509,Nova,Madrid,Series A
I0411,Talent Venture Group,S1509,Nova,Madrid,Series A
I0412,K Fund,S1510,Lightbase,Madrid,Pre-Seed
I0274,Picus Capital,S1510,Lightbase,Madrid,Pre-Seed
I0413,helloworld vc,S1510,Lightbase,Madrid,Pre-Seed
I0414,Christian Beedgen,S1510,Lightbase,Madrid,Pre-Seed
I0415,Jorge Poyatos,S1510,Lightbase,Madrid,Pre-Seed
I0416,Khosla Ventures,S1511,Overture Life,Madrid,Venture Round
I0417,Octopus Ventures,S1511,Overture Life,Madrid,Venture Round
I0418,Felicis,S1511,Overture Life,Madrid,Venture Round
I0198,Swisscom Ventures,S1511,Overture Life,Madrid,Venture Round
I0419,GV,S1511,Overture Life,Madrid,Venture Round
I0420,Seaya,S1512,Fracttal,Madrid,Series B
I0421,GoHub Ventures,S1512,Fracttal,Madrid,Series B
I0422,Kayyak Ventures,S1512,Fracttal,Madrid,Series B
I0423,Start-Up Chile,S1512,Fracttal,Madrid,Series B
I0424,BBVA Spark,S1512,Fracttal,Madrid,Series B
I0425,2100 Ventures,S1518,Orbio,Madrid,Seed
I0426,IDB Invest,S1520,Cabify,Madrid,Debt Financing
I0009,Endeavor Catalyst,S1523,Clikalia,Madrid,Debt Financing
I0427,Demium Capital,S1524,Rauda AI,Madrid,Seed
I0428,4Founders Capital,S1525,Embat,Madrid,Series A
I0199,King Street Capital,S1528,Room00 Group,Madrid,Private Equity
I0429,Athletico Ventures.,S1536,Life5,Madrid,Series A
I0430,Inclimo,S1546,Hamelyn,Madrid,Venture Round
I0431,Rocket Internet.,S1549,Clevergy,Madrid,Seed
I0428,4Founders Capital,S1560,Viterbit,Madrid,Seed
I0432,Allianz Global Investors,S1568,ASTEO Red Neutra,Madrid,Debt Financing
I0433,CDTI,S1599,Crisalion Mobility,Madrid,Venture Round
I0434,Telefónicas,S1608,Smart Protection,Madrid,Series A
I0012,W1 Forward Accelerator Program - Batch 5,S1609,Bdeo,Madrid,Series B
I0200,Wingman Ventures,S1610,Fintonic,Madrid,Series D
I0435,DILA Capital,S1611,Cobee,Madrid,Series B
I0436,Banco Santander,S1616,Playtomic,Madrid,Debt Financing
I0437,Armilar Venture Partners,S1619,StudentFinance,Madrid,Seed
I0438,Wayra,S1621,Devengo,Madrid,Series A
I0439,Shilling VC,S1622,Tucuvi,Madrid,Series A
I0012,W1 Forward Accelerator Program - Batch 5,S1625,VIVLA,Madrid,Debt Financing
I0103,European Innovation Council,S1628,IDoven,Madrid,Series A
I0428,4Founders Capital,S1632,TaxDown,Madrid,Series B
I0440,Extension Fund,S1650,Tuio,Madrid,Series B
I0441,ESRI,S1651,Xoople,Madrid,
I0442,Archipélago Next,S1652,Bcas,Madrid,Series B
I0443,SETT,S1653,Wooptix,Madrid,Series B
I0444,Indra Group,S1654,Hispasat,Madrid,Grant
I0235,Next Play Ventures,S1655,Stamp,Madrid,Seed
I0445,33N Ventures,S1656,Acoru,Madrid,Series A
I0420,Seaya Ventures,S1657,Samara Energy,Madrid,Series A
I0446,Uber for Business,S1658,Auro Travel,Madrid,Series B
I0424,BBVA Spark,S1659,DEUDAFIX REPARADORA LEGAL GROUP S.L.U.,Madrid,
I0447,Stoneshield Capital,S1660,Exolum,Madrid,
I0448,Decibel,S1661,Penpot,Madrid,Series A
I0436,Banco Santander,S1662,Detektia Earth Surface Monitoring S.L.,Madrid,
I0449,Decelera,S1663,Anyformat,Madrid,Seed
I0405,Adara Ventures,S1664,TuringDream,Madrid,Seed
I0450,ENISA,S1665,Nido,Madrid,Seed
I0401,Inveready,S1666,Ucademy,Madrid,Seed
I0439,Shilling VC,S1667,BetterPic,Madrid,Seed
I0450,ENISA,S1668,Wealth Reader,Madrid,IPO
I0285,European Commission,S1669,Repsol,Madrid,Debt Financing
I0451,The Lab Ventures,S1670,Revicasa,Madrid,Seed
I0452,Baobab Ventures LLC,S1671,Omnia,Madrid,Seed
I0453,Secways.,S1672,8Layers,Madrid,Seed
I0454,Tritemius,S1673,Dedge Security,Madrid,Debt Financing
I0455,Toubkal Partners,S1674,Dealcar,Madrid,Seed
I0456,UniCredit Group,S1675,Matrix Renewables,Madrid,
I0421,GoHub Ventures,S1676,XRF,Madrid,IPO
I0457,Anagram Crypto,S1677,Tower,Madrid,Seed
I0103,European Innovation Council,S1678,Spika Tech S.L.,Madrid,Grant
I0458,Bill & Melinda Gates Foundation,S1679,Insud Pharma,Madrid,Grant
I0459,MADO,S1680,Meep - Fostering Mobility SL,Madrid,Series A
I0460,First Drop,S1681,Motoreto,Madrid,Seed
I0461,AticcoLab,S1682,Swipet,Madrid,Pre-Seed
I0462,Falak Investment Hub,S1683,bookahospi,Madrid,Bridge Round
I0463,Akka Spain (ex-Blast),S1684,Robinsun,Madrid,Seed
I0010,Vitruvian Partners,S1685,Civitatis,Madrid,
I0450,ENISA,S1686,Break-event,Madrid,Seed
I0401,Inveready,S1687,MedUX,Madrid,IPO
I0398,JME Ventures,S1688,Sentisis,Madrid,Seed
I0464,Draper B1,S1689,Velora HR,Madrid,
I0161,Laton Ventures,S1690,Foodiefame,Madrid,Seed
I0337,MONASHEES,S1691,Luzia,Madrid,Series B
